length,example,source_test_indices,true_text,predicted_text,correct,minimum_softmax_score
2,95,5909 4837,67,67,1,0.9117883443832397
2,96,380 7154,02,02,1,0.9907616972923279
2,97,6842 7626,61,61,1,0.9997351765632629
2,98,7631 3051,66,66,1,0.999797523021698
2,99,3446 131,06,06,1,0.9997817873954773
2,100,9448 3484,73,73,1,0.9993146657943726
2,101,5917 5588,11,11,1,0.9957973957061768
2,102,8488 5373,19,19,1,0.967680811882019
2,103,8816 9018,82,82,1,0.99415522813797
2,104,2299 2281,23,23,1,0.9936472773551941
2,105,2457 8013,46,46,1,0.9851490259170532
2,106,5049 3365,86,86,1,0.9898890852928162
2,107,9142 6071,99,99,1,0.9220938682556152
2,108,3717 9330,38,38,1,0.9996414184570312
2,109,8788 1132,52,52,1,0.9993622899055481
2,110,5479 828,32,32,1,0.99772709608078
2,111,6049 9342,83,83,1,0.9482789039611816
2,112,4682 1783,97,97,1,0.9995007514953613
2,113,2769 4256,93,93,1,0.7065825462341309
2,114,3722 4876,42,42,1,0.9677906632423401
2,115,4372 1940,85,85,1,0.7451858520507812
2,116,1958 765,44,44,1,0.9998998641967773
2,117,8409 8143,26,26,1,0.9989056587219238
2,118,9011 9388,31,31,1,0.9947832226753235
2,119,5673 343,03,03,1,0.9992238283157349
2,120,8688 2976,76,76,1,0.9949159622192383
2,121,8764 6408,01,01,1,0.9964307546615601
2,122,216 1977,36,36,1,0.9995169639587402
2,123,52 5656,58,58,1,0.9996169805526733
2,124,9663 8398,07,07,1,0.999523401260376
2,125,9504 1716,67,67,1,0.9537428617477417
2,126,3219 1417,09,09,1,0.9976505637168884
2,127,6505 4997,92,03,0,0.5094762444496155
2,128,9307 3004,82,82,1,0.9221059679985046
2,129,2717 9727,03,03,1,0.9999436140060425
2,130,2556 6238,58,58,1,0.9714605212211609
2,131,4755 774,34,34,1,0.8870488405227661
2,132,3815 7238,17,17,1,0.9833070039749146
2,133,2038 64,87,87,1,0.9942071437835693
2,134,3800 8157,68,68,1,0.9930227994918823
2,135,2816 5478,18,18,1,0.9968697428703308
2,136,2013 1526,10,10,1,0.9967288970947266
2,137,7065 6827,39,39,1,0.9645919799804688
2,138,1364 998,88,88,1,0.841856062412262
2,139,7379 6800,82,82,1,0.9995488524436951
2,140,6009 9443,31,31,1,0.9820539951324463
2,141,4870 8187,21,21,1,0.9982925057411194
2,142,7694 8521,82,82,1,0.9982810020446777
2,143,5073 8782,99,99,1,0.999370276927948
2,144,132 6959,50,50,1,0.9997585415840149
2,145,2873 9360,05,05,1,0.9997996687889099
2,146,4377 3224,48,48,1,0.9914673566818237
2,147,2668 5496,57,57,1,0.9979115128517151
2,148,5326 6068,76,76,1,0.9999654293060303
2,149,505 9534,37,37,1,0.9977922439575195
2,150,3488 2430,68,68,1,0.9988866448402405
2,151,3345 6979,50,50,1,0.998462438583374
2,152,6671 8242,98,98,1,0.9995620846748352
2,153,2953 893,39,39,1,0.9031783938407898
2,154,9019 3866,71,71,1,0.5757271647453308
2,155,9303 1798,23,23,1,0.9983204007148743
2,156,1216 3783,79,79,1,0.9851223230361938
2,157,5629 5852,25,25,1,0.9999521970748901
2,158,1138 688,26,26,1,0.9657022356987
2,159,7377 2975,98,98,1,0.9975842237472534
2,160,9015 9926,78,28,0,0.7616826891899109
2,161,3377 3413,40,40,1,0.9451647996902466
2,162,4376 4298,89,89,1,0.9996316432952881
2,163,3559 4163,89,50,0,0.5668248534202576
2,164,3839 2960,28,28,1,0.9993553757667542
2,165,8267 425,94,94,1,0.9927612543106079
2,166,9941 4930,51,51,1,0.9514323472976685
2,167,2618 9687,30,30,1,0.9311167597770691
2,168,2625 2192,25,25,1,0.9952982068061829
2,169,572 6816,88,88,1,0.9899869561195374
2,170,3511 4622,26,26,1,0.5954987406730652
2,171,1083 7807,19,19,1,0.9991400241851807
2,172,1531 7901,38,38,1,0.9804815649986267
2,173,9623 1640,29,29,1,0.9927484393119812
2,174,899 1896,85,85,1,0.9987117052078247
2,175,433 2017,51,51,1,0.9948541522026062
2,176,6345 8424,22,22,1,0.9999985694885254
2,177,1601 2108,32,32,1,0.9992399215698242
2,178,6565 4099,97,97,1,0.9891274571418762
2,179,2272 106,82,82,1,0.6036412715911865
2,180,2541 2363,14,14,1,0.9992278814315796
2,181,3088 1681,63,63,1,0.7874436974525452
2,182,8928 6834,98,98,1,0.999599039554596
2,183,8945 8217,48,48,1,0.9928870797157288
2,184,6871 6948,71,71,1,0.998665452003479
2,185,8839 8603,93,93,1,0.9996379613876343
2,186,4481 116,44,44,1,0.997865617275238
2,187,6902 9995,12,12,1,0.9980661273002625
2,188,9291 1078,14,14,1,0.999238133430481
2,189,8178 6102,44,44,1,0.999976396560669
2,190,2655 7079,17,17,1,0.9981182813644409
2,191,2599 9533,15,15,1,0.9975036978721619
2,192,983 9620,89,89,1,0.9672231078147888
2,193,7539 736,24,24,1,0.9916762113571167
2,194,7059 6253,77,77,1,0.9996054768562317
2,195,8517 5665,66,66,1,0.9999290704727173
2,196,4804 4020,08,08,1,0.9990972280502319
2,197,6615 4206,62,62,1,0.9997351765632629
2,198,2362 3605,81,81,1,0.9956203103065491
2,199,8277 5694,36,36,1,0.9942177534103394
2,200,1154 4978,08,07,0,0.32950443029403687
2,201,1849 3106,42,42,1,0.913682758808136
2,202,7727 9549,01,01,1,0.9873611927032471
2,203,4721 6176,44,44,1,0.995634138584137
2,204,7937 9120,41,41,1,0.9975969195365906
2,205,331 9365,23,23,1,0.9998142123222351
2,206,6560 4953,91,91,1,0.8464089035987854
2,207,2857 8539,95,95,1,0.997852087020874
2,208,5270 478,05,05,1,0.8669368028640747
2,209,1834 7372,15,15,1,0.998239278793335
2,210,8246 2572,32,32,1,0.9813584685325623
2,211,1780 159,14,14,1,0.9971745014190674
2,212,760 4964,42,42,1,0.9778915643692017
2,213,8891 9960,74,74,1,0.999553382396698
2,214,9985 7524,28,28,1,0.9979689717292786
2,215,1192 190,91,91,1,0.7358806729316711
2,216,7136 4503,92,92,1,0.9539430737495422
2,217,223 33,74,74,1,0.9535908699035645
2,218,2404 1071,47,47,1,0.9975408315658569
2,219,8322 3542,94,94,1,0.9845125675201416
2,220,9292 3928,95,95,1,0.9996539354324341
2,221,1730 9583,35,35,1,0.9841991662979126
2,222,1397 3801,16,16,1,0.8528715968132019
2,223,7147 3554,26,26,1,0.9999525547027588
2,224,2358 6006,17,17,1,0.97992342710495
2,225,3602 7571,69,69,1,0.999784529209137
2,226,2782 2575,63,63,1,0.9997476935386658
2,227,176 1099,16,16,1,0.9950020909309387
2,228,3900 8492,12,12,1,0.9900027513504028
2,229,2249 6365,43,43,1,0.9999939203262329
2,230,101 3748,06,06,1,0.9959890246391296
2,231,6286 3372,05,05,1,0.9999052286148071
2,232,4606 5269,19,19,1,0.9921668767929077
2,233,4457 2416,01,01,1,0.9977703094482422
2,234,5933 83,17,17,1,0.9986327290534973
2,235,8815 9761,70,70,1,0.9997411370277405
2,236,6269 5174,75,75,1,0.9995371103286743
2,237,3896 7655,30,30,1,0.9999895095825195
2,238,3568 4111,49,49,1,0.9999334812164307
2,239,2019 3851,91,91,1,0.9942892789840698
2,240,3584 8631,07,07,1,0.9998249411582947
2,241,3906 7173,11,31,0,0.6862492561340332
2,242,6622 2527,10,10,1,0.9873448014259338
2,243,9843 8493,91,91,1,0.79325270652771
2,244,7934 7682,19,19,1,0.9830586910247803
2,245,8241 5516,83,83,1,0.9994170665740967
2,246,3574 3297,00,00,1,0.9119832515716553
2,247,3703 7273,24,24,1,0.9999642372131348
2,248,4934 784,64,64,1,0.9913017153739929
2,249,5094 7119,73,73,1,0.9969547986984253
3,0,4224 3000 457,966,766,0,0.6474844813346863
3,1,9165 4043 713,900,900,1,0.9990779161453247
3,2,346 1995 1482,006,006,1,0.9970386028289795
3,3,2891 4509 8065,238,238,1,0.9882246255874634
3,4,6436 5130 4970,997,997,1,0.9995118379592896
3,5,1220 5300 9427,085,085,1,0.9882043600082397
3,6,6522 8986 5573,513,513,1,0.9975154399871826
3,7,1279 5706 2345,459,459,1,0.9554753303527832
3,8,329 3303 3452,171,171,1,0.9866977334022522
3,9,5332 2344 995,672,672,1,0.9907196760177612
3,10,3403 7653 8918,647,647,1,0.9981489181518555
3,11,6513 1019 6394,219,219,1,0.9945352077484131
3,12,1226 409 9092,718,318,0,0.3729759454727173
3,13,5798 2892 3256,792,792,1,0.9988466501235962
3,14,1131 3845 3742,583,583,1,0.9004928469657898
3,15,731 903 4499,266,266,1,0.9956887364387512
3,16,5433 573 4478,838,838,1,0.9995443224906921
3,17,9387 2481 1409,022,022,1,0.9929056167602539
3,18,4209 7644 1333,630,630,1,0.9995469450950623
3,19,4852 3648 6666,817,817,1,0.9448955655097961
3,20,4960 1744 4525,861,861,1,0.9981117248535156
3,21,7289 256 5595,022,022,1,0.9707961678504944
3,22,8779 3619 6106,652,652,1,0.999030351638794
3,23,5032 6496 6596,496,496,1,0.9987687468528748
3,24,6109 147 3464,221,221,1,0.983745813369751
3,25,8708 4438 3620,143,143,1,0.9492273926734924
3,26,4556 8471 1661,933,933,1,0.9994300007820129
3,27,155 8028 729,596,596,1,0.9975621700286865
3,28,1487 673 4062,090,090,1,0.9996670484542847
3,29,9196 657 9441,736,736,1,0.9999051094055176
3,30,9755 9688 2223,804,804,1,0.9992963075637817
3,31,3623 6334 8569,562,562,1,0.9994412064552307
3,32,4147 3962 5645,139,139,1,0.9931463003158569
3,33,8946 4007 2215,376,376,1,0.6473001837730408
3,34,6141 104 4045,196,196,1,0.9922568798065186
3,35,4828 8744 214,569,569,1,0.9895272254943848
3,36,4368 8480 2374,572,572,1,0.992760181427002
3,37,54 8748 6927,600,600,1,0.9999290704727173
3,38,1918 2830 3443,063,063,1,0.9997455477714539
3,39,6349 6705 5979,344,344,1,0.9982302784919739
3,40,499 2420 677,693,693,1,0.9947117567062378
3,41,3966 6536 6555,948,949,0,0.46242132782936096
3,42,3556 4347 4537,563,563,1,0.9998856782913208
3,43,8070 2423 5397,385,385,1,0.9969589710235596
3,44,9725 5462 2708,184,184,1,0.9884706735610962
3,45,641 8894 1932,882,882,1,0.9931954145431519
3,46,9500 3882 1727,283,283,1,0.9542413949966431
3,47,5111 5230 3983,561,561,1,0.9969934225082397
3,48,2260 9074 6957,243,243,1,0.9998964071273804
3,49,5214 1580 454,349,349,1,0.9998841285705566
3,50,8843 5359 4302,835,835,1,0.9978476762771606
3,51,5363 7066 2398,741,741,1,0.9538344740867615
3,52,3467 6112 1538,992,992,1,0.9844547510147095
3,53,682 1673 8050,113,113,1,0.9029567241668701
3,54,1214 4532 141,137,137,1,0.9860627055168152
3,55,8127 8820 6493,028,028,1,0.9999053478240967
3,56,5105 2342 3997,297,297,1,0.9926115870475769
3,57,2411 6807 411,197,197,1,0.9927801489830017
3,58,9558 3455 8877,318,318,1,0.9997604489326477
3,59,6368 418 9251,526,526,1,0.9999722242355347
3,60,6838 5044 7325,811,811,1,0.9944697618484497
3,61,9556 8623 9012,194,194,1,0.9936059713363647
3,62,3657 4317 4081,636,636,1,0.9986288547515869
3,63,7215 7731 8591,347,347,1,0.9997764229774475
3,64,470 594 9261,863,863,1,0.9997356534004211
3,65,4442 5279 4501,293,293,1,0.9989253878593445
3,66,8999 4133 130,026,026,1,0.9999464750289917
3,67,6833 8930 1732,019,019,1,0.9823984503746033
3,68,403 6291 681,859,859,1,0.8394192457199097
3,69,9003 8558 2183,104,104,1,0.9989758729934692
3,70,8311 8859 4754,601,601,1,0.8162059187889099
3,71,979 3283 3729,132,132,1,0.9686779975891113
3,72,7502 7569 5695,880,880,1,0.9980242252349854
3,73,7594 4519 9029,946,946,1,0.998754620552063
3,74,5820 6988 2868,291,291,1,0.9987292885780334
3,75,4529 5242 8666,591,591,1,0.995566189289093
3,76,9235 422 7721,396,396,1,0.9988914132118225
3,77,1453 253 9470,452,452,1,0.872186005115509
3,78,2186 2476 1816,254,254,1,0.5594549775123596
3,79,6937 4942 8907,052,052,1,0.9769169688224792
3,80,6590 5658 1692,050,050,1,0.9975793957710266
3,81,2627 793 162,085,085,1,0.999911904335022
3,82,8671 2296 4180,022,022,1,0.9663463234901428
3,83,6191 4740 5396,036,036,1,0.6416237950325012
3,84,787 4780 5039,804,804,1,0.9992087483406067
3,85,2469 3481 794,600,600,1,0.9988301396369934
3,86,9717 3947 7852,337,337,1,0.997697651386261
3,87,6678 3397 66,146,146,1,0.9933254718780518
3,88,5249 3852 9390,013,013,1,0.9940453767776489
3,89,6497 2523 7381,270,270,1,0.9932683110237122
3,90,4396 8927 2759,486,486,1,0.9993957281112671
3,91,1460 9281 3792,504,504,1,0.9989705085754395
3,92,8940 5938 8012,568,568,1,0.9997532963752747
3,93,9257 4784 1117,777,777,1,0.997816801071167
3,94,1525 1629 2270,557,557,1,0.9962837100028992
3,95,4833 3086 1589,340,340,1,0.9992741942405701
3,96,7249 8585 8301,288,288,1,0.9447404146194458
3,97,6782 3524 7074,662,662,1,0.9981847405433655
3,98,7050 1452 9554,699,699,1,0.9393236041069031
3,99,3823 2977 62,229,229,1,0.7418627738952637
3,100,7944 9866 8552,144,144,1,0.9953926801681519
3,101,1895 4443 6952,235,235,1,0.9413986802101135
3,102,9073 8887 4440,315,315,1,0.9918979406356812
3,103,9754 3426 878,598,598,1,0.9858165979385376
3,104,1608 3456 8862,331,331,1,0.9997420907020569
3,105,7213 953 3770,644,644,1,0.999679446220398
3,106,4477 5568 5116,066,066,1,0.9898772835731506
3,107,4782 6756 3107,377,377,1,0.9602977633476257
3,108,9824 8719 1356,822,822,1,0.5967716574668884
3,109,1275 8312 2177,448,448,1,0.997226893901825
3,110,9200 9454 348,161,161,1,0.993392288684845
3,111,3707 9272 8736,897,897,1,0.9788789749145508
3,112,1646 7675 5528,135,135,1,0.9989570379257202
3,113,2724 2755 7714,893,893,1,0.9974905252456665
3,114,8515 2308 8291,636,636,1,0.9833219051361084
3,115,9148 7578 3012,658,658,1,0.970000147819519
3,116,5931 939 3075,229,229,1,0.6573777198791504
3,117,6974 1748 8870,402,402,1,0.9908327460289001
3,118,7152 7278 9264,690,690,1,0.9978986978530884
3,119,9485 1062 7285,136,136,1,0.9943650960922241
3,120,246 6474 7930,042,042,1,0.9969723224639893
3,121,5115 6086 8422,649,649,1,0.9990271329879761
3,122,9002 2086 3473,138,138,1,0.9978548884391785
3,123,3819 8913 6025,404,404,1,0.9990647435188293
3,124,9528 2443 6295,094,094,1,0.9998914003372192
3,125,1420 2639 1130,639,639,1,0.9996335506439209
3,126,6370 8633 9986,313,313,1,0.9952484965324402
3,127,3656 7322 7470,793,793,1,0.9974417686462402
3,128,7483 8128 3875,214,214,1,0.9052583575248718
3,129,4676 4334 8273,130,130,1,0.9517160654067993
3,130,3461 7888 1775,750,750,1,0.9978585839271545
3,131,6684 3471 6430,711,711,1,0.9901817440986633
3,132,5246 4026 628,733,733,1,0.8133348822593689
3,133,8083 3202 5754,679,679,1,0.9771729707717896
3,134,834 813 1181,696,696,1,0.6485381126403809
3,135,626 6883 6119,717,717,1,0.9913409352302551
3,136,7684 9542 5967,608,608,1,0.9974616765975952
3,137,2752 7786 4345,292,292,1,0.9994074106216431
3,138,8297 4382 1387,846,846,1,0.9348952174186707
3,139,6234 871 2598,208,208,1,0.9930408000946045
3,140,7735 9161 9896,881,881,1,0.9967855215072632
3,141,7111 7924 9937,772,772,1,0.9891091585159302
3,142,6280 8003 9203,074,074,1,0.9953807592391968
3,143,4715 6373 8072,745,745,1,0.9996071457862854
3,144,270 7896 7802,311,311,1,0.9670630097389221
3,145,3007 6627 5650,598,598,1,0.9936586022377014
3,146,5329 327 7250,303,303,1,0.999862790107727
3,147,2491 7467 7528,272,272,1,0.9978027939796448
3,148,136 3266 7573,007,007,1,0.9766383767127991
3,149,9685 7148 9759,598,598,1,0.9972260594367981
3,150,9141 7453 3444,714,714,1,0.9967516660690308
3,151,1663 7490 99,879,879,1,0.9971247315406799
3,152,9071 7232 3917,115,115,1,0.5205287933349609
3,153,1437 5024 8613,424,424,1,0.9834042191505432
3,154,3704 7666 8404,889,889,1,0.999474823474884
3,155,9536 7355 5029,379,379,1,0.9826353788375854
3,156,3114 7309 307,487,487,1,0.9425998330116272
3,157,3269 2705 9598,616,616,1,0.9197107553482056
3,158,7920 1633 6918,113,113,1,0.9675199389457703
3,159,1510 9183 3396,542,542,1,0.9954975843429565
3,160,4162 7132 6593,393,393,1,0.9970687031745911
3,161,7270 9970 4035,151,151,1,0.9722022414207458
3,162,3339 7039 8730,260,260,1,0.9811279773712158
3,163,6422 8711 8478,956,956,1,0.9993724226951599
3,164,3961 1982 897,665,665,1,0.7714084386825562
3,165,7022 4845 8367,281,281,1,0.9988238215446472
3,166,2383 7702 310,603,603,1,0.9993372559547424
3,167,5869 1639 3982,950,950,1,0.9996358156204224
3,168,527 4488 3119,865,865,1,0.9839034080505371
3,169,6780 2180 4483,454,454,1,0.9891425967216492
3,170,1104 901 4434,748,748,1,0.9943828582763672
3,171,5477 8735 5965,180,180,1,0.9985042810440063
3,172,7572 3497 2897,248,248,1,0.9952740669250488
3,173,5563 7236 9100,793,793,1,0.9997630715370178
3,174,8447 7527 450,513,513,1,0.9631704688072205
3,175,7082 592 4292,701,701,1,0.9990783929824829
3,176,2490 9428 2679,752,752,1,0.9937489032745361
3,177,299 6530 4553,859,859,1,0.9986067414283752
3,178,269 4530 2441,073,073,1,0.9990102052688599
3,179,5697 8115 5897,539,539,1,0.9655460119247437
3,180,5463 5505 2412,002,002,1,0.9967395663261414
3,181,2232 5087 1318,901,901,1,0.9913724660873413
3,182,8238 9305 5491,239,239,1,0.9999574422836304
3,183,8574 5662 3569,855,855,1,0.9998725652694702
3,184,9116 8449 1272,815,815,1,0.9956934452056885
3,185,9131 7456 3249,244,244,1,0.9996953010559082
3,186,9522 3101 6366,777,777,1,0.9993308782577515
3,187,4303 4198 6786,190,190,1,0.9981443881988525
3,188,5591 4344 7616,699,699,1,0.7730262279510498
3,189,1788 1328 1157,974,974,1,0.9891854524612427
3,190,7040 5801 2547,367,367,1,0.9533886313438416
3,191,9329 7085 7621,544,544,1,0.9998589754104614
3,192,9312 3759 8053,699,699,1,0.9998700618743896
3,193,9117 6142 3026,551,551,1,0.996567964553833
3,194,5030 5616 3015,633,633,1,0.9992594122886658
3,195,4085 2179 1511,184,184,1,0.9595705270767212
3,196,5232 6863 4318,131,131,1,0.9913012385368347
3,197,7452 1360 2907,014,014,1,0.9254412055015564
3,198,7549 2590 2798,615,615,1,0.9952512979507446
3,199,9965 5553 1596,319,319,1,0.9993703961372375
3,200,9780 9248 1848,877,877,1,0.9975361824035645
3,201,1072 8592 1925,327,327,1,0.9894372224807739
3,202,4895 6746 3676,854,854,1,0.9952353835105896
3,203,6911 5123 1342,444,444,1,0.999964714050293
3,204,2165 5144 1169,495,495,1,0.9987364411354065
3,205,5291 2899 1709,109,103,0,0.4645101726055145
3,206,9728 7903 929,471,471,1,0.9927896857261658
3,207,8799 6247 8144,197,197,1,0.9923155307769775
3,208,6731 8229 7505,710,710,1,0.9903111457824707
3,209,1297 8511 6339,047,047,1,0.9996603727340698
3,210,512 4138 7009,214,214,1,0.9978189468383789
3,211,4311 445 9612,361,301,0,0.8913533091545105
3,212,430 2659 7488,144,144,1,0.9813668727874756
3,213,413 8771 6181,760,760,1,0.9999580383300781
3,214,4475 3336 999,459,459,1,0.9906993508338928
3,215,6378 4561 7227,479,479,1,0.9964118599891663
3,216,2454 5440 9971,642,642,1,0.47726738452911377
3,217,5482 5853 4301,769,769,1,0.9944427609443665
3,218,2828 5703 7663,438,438,1,0.99357008934021
3,219,9051 323 1813,138,838,0,0.6327519416809082
3,220,1455 8387 7959,976,976,1,0.9920892715454102
3,221,3436 9132 2286,256,256,1,0.9890536665916443
3,222,7939 5599 7343,666,666,1,0.9996548891067505
3,223,6808 5010 6466,062,062,1,0.9999299049377441
3,224,2808 1618 9319,759,759,1,0.9136267900466919
3,225,2716 5077 1793,379,379,1,0.99934321641922
3,226,8470 7365 7945,232,232,1,0.9979554414749146
3,227,3913 6206 2081,250,250,1,0.999178946018219
3,228,1391 2671 6706,475,475,1,0.907645046710968
3,229,5615 9611 2665,207,207,1,0.9867730736732483
3,230,759 476 2395,918,918,1,0.9643967151641846
3,231,4393 7129 9134,300,300,1,0.9995680451393127
3,232,8316 2292 8486,798,798,1,0.8932291865348816
3,233,218 5764 289,535,535,1,0.9713348746299744
3,234,5164 5889 9483,919,919,1,0.9989853501319885
3,235,4319 5323 4868,917,917,1,0.9923067688941956
3,236,342 9389 3886,126,126,1,0.9978383183479309
3,237,849 9053 3808,367,368,0,0.9679355025291443
3,238,4423 4962 8468,720,720,1,0.9984124898910522
3,239,599 6170 3369,979,979,1,0.8954603672027588
3,240,9344 7695 584,471,471,1,0.9977338314056396
3,241,2813 1997 4644,339,339,1,0.9994713664054871
3,242,2612 1241 8365,172,172,1,0.9975631237030029
3,243,4394 9215 5092,621,621,1,0.9985234141349792
3,244,942 1983 7749,632,632,1,0.9965900182723999
3,245,3438 4429 1324,188,188,1,0.9785363078117371
3,246,1837 5360 2392,383,383,1,0.9948869347572327
3,247,1981 1483 7545,618,618,1,0.984971821308136
3,248,4579 6984 8758,691,691,1,0.9877710342407227
3,249,8323 654 4894,253,253,1,0.9886526465415955
4,0,8249 6405 7516 6904,8508,8508,1,0.9993818998336792
4,1,6288 4527 9098 2378,0040,0040,1,0.9970566034317017
4,2,7497 482 9851 4835,2779,2779,1,0.9998087286949158
4,3,3977 5882 4550 7928,3391,3390,0,0.4565417170524597
4,4,5887 5442 906 6384,7192,0192,0,0.533504843711853
4,5,7217 9020 4727 1438,1830,1830,1,0.9875729084014893
4,6,1513 2945 2578 1603,3371,3371,1,0.9157860279083252
4,7,1137 6066 427 769,1416,1416,1,0.9958612322807312
4,8,9959 9130 1656 5481,8626,8626,1,0.9887018203735352
4,9,3848 175 586 3781,7708,7708,1,0.8609505295753479
4,10,9822 9916 5336 8618,4738,4738,1,0.9994070529937744
4,11,7882 5966 3719 3816,0678,0678,1,0.99960857629776
4,12,2064 9137 3805 2720,5009,5009,1,0.8475980758666992
4,13,4515 5327 2531 7358,0106,0106,1,0.9997909665107727
4,14,1963 4390 2211 2609,4886,4886,1,0.9623240828514099
4,15,7522 6217 1665 3606,6241,6241,1,0.973223090171814
4,16,4195 1835 6991 2248,1152,1152,1,0.9969841837882996
4,17,9212 1184 5741 1112,7244,7246,0,0.6502481698989868
4,18,2876 1949 5755 5795,6767,6767,1,0.9964279532432556
4,19,5445 3218 1883 5356,5673,5673,1,0.9489391446113586
4,20,2394 8020 3821 3290,4193,4193,1,0.9811758399009705
4,21,7436 9036 8100 1227,3712,3712,1,0.8305023908615112
4,22,5888 2063 8462 1219,4748,4748,1,0.9619019031524658
4,23,7234 5605 5638 309,8233,8233,1,0.9997327923774719
4,24,6741 3543 4414 7919,7448,7448,1,0.986247718334198
4,25,365 236 2617 5855,0288,0288,1,0.988652765750885
